-------------------------------------------------------------------------------------------------------------------------------------------------
At. num | Ion Charge | El. Name      | Ground Shells (a)    | Ground Level        |      Ionization Energy (b) (eV)      | Uncertainty (c) (eV) |
    100 |         +1 | Fermium       | [Rn].5f12.7s         | 4H<13/2>            |      [12.4]                          |     0.4              |
    100 |         +2 | Fermium       | [Rn].5f12            | 3H<6>               |      [23.2]                          |     0.4              |
    100 |         +3 | Fermium       | [Rn].5f11            | 4I*<15/2>           |      [39.3]                          |     0.4              |
    100 |         +4 | Fermium       | [Rn].5f10            | 5I<8>               |      (55.0)                          |     1.9              |
    100 |         +5 | Fermium       | [Rn].5f9             | 6H*<15/2>           |      (74.0)                          |     2.0              |
    100 |         +6 | Fermium       | [Rn].5f8             | 7F<6>               |      (93.0)                          |     2.0              |
    100 |         +7 | Fermium       | [Rn].5f7             | 8S*<7/2>            |     (120.0)                          |     2.1              |
    100 |         +8 | Fermium       | [Rn].5f6             | 7F0                 |     (136.0)                          |     2.2              |
    100 |         +9 | Fermium       | [Rn].5f5             | 6H*<5/2>            |     (162.0)                          |     2.2              |
    100 |        +10 | Fermium       | [Rn].5f4             | 5I<4>               |     (185)                            |     9                |
    100 |        +11 | Fermium       | [Hg].5f7.6p2         | *                   |     (209)                            |    10                |
    100 |        +12 | Fermium       | [Hg].5f6.6p2         |                     |     (237)                            |    12                |
    100 |        +13 | Fermium       | [Hg].5f5.6p2         | *                   |     (257)                            |    12                |
    100 |        +14 | Fermium       | [Hg].5f5.6p          |                     |     (276)                            |    14                |
    100 |        +15 | Fermium       | [Hg].5f5             | *                   |     (300)                            |    15                |
    100 |        +16 | Fermium       | [Hg].5f4             |                     |     (326)                            |    16                |
    100 |        +17 | Fermium       | [Hg].5f3             | *                   |     (351)                            |    17                |
    100 |        +18 | Fermium       | [Hg].5f2             |                     |     (377)                            |    19                |
    100 |        +19 | Fermium       | [Hg].5f              | 2F*<5/2>            |     (402)                            |    20                |
    100 |        +20 | Fermium       | [Xe].4f14.5d10.6s2   | 1S0                 |     (430)                            |     4                |
    100 |        +21 | Fermium       | [Xe].4f14.5d10.6s    | 2S<1/2>             |     (453)                            |     4                |
    100 |        +22 | Fermium       | [Xe].4f14.5d10       | 1S0                 |     (616)                            |     4                |
    100 |        +23 | Fermium       | [Xe].4f14.5d9        | 2D<5/2>             |     (647)                            |     4                |
    100 |        +24 | Fermium       | [Xe].4f14.5d8        | 3F<4>               |     (680)                            |     4                |
    100 |        +25 | Fermium       | [Xe].4f14.5d7        | 4F<9/2>             |     (716)                            |     4                |
    100 |        +26 | Fermium       | [Xe].4f14.5d6        | 5D<4>               |     (749)                            |     4                |
    100 |        +27 | Fermium       | [Xe].4f14.5d5        | 6S<5/2>             |     (782)                            |     4                |
    100 |        +28 | Fermium       | [Xe].4f14.5d4        | 5D0                 |     (837)                            |     4                |
    100 |        +29 | Fermium       | [Xe].4f14.5d3        | 4F<3/2>             |     (871)                            |     4                |
    100 |        +30 | Fermium       | [Xe].4f14.5d2        | 3F<2>               |     (909)                            |     4                |
    100 |        +31 | Fermium       | [Xe].4f14.5d         | 2D<3/2>             |     (944)                            |     4                |
